id,isDefault
1000575,0.016068374138484488
1028125,0.056209658634542595
1010694,0.009496617172708336
1026712,0.009312063971983487
1002895,0.011220240002121639
1023930,0.41353913573426676
1031202,0.03629730771041836
1041065,0.007321305595039529
1037799,0.03408581312480511
1036385,0.010152365779051788
1028640,0.2529813578774595
1046198,0.010387998995019682
1005902,0.02985519679765622
1001958,0.039269695819921804
1021171,0.016731620749236842
1018693,0.028057198503805964
1046881,0.03607233241439045
1008394,0.4509770357085612
1039986,0.23320473096632532
1028449,0.626704277606554
1037670,0.012094130607273653
1030356,0.012562185862437085
1047759,0.3401654863006807
1033422,0.020573691806344895
1041457,0.008539712182993
1047669,0.4152720847082777
1013635,0.009026727289617828
1009911,0.01290339374088682
1026052,0.026763480230336038
1013010,0.02289440866669051
1000541,0.01392795959346853
1023933,0.032190135670987594
1017173,0.14365635744909552
1010278,0.029326261705097015
1042322,0.018300884730454058
1035083,0.038338620138407956
1017136,0.029109840679253762
1008825,0.02911803280006449
1035744,0.23881613448884442
1019544,0.6070053518840588
1019583,0.4556781095886403
1015244,0.03538580503963339
1001057,0.024936128702912758
1018597,0.02557866121700353
1036106,0.4039155683253233
1021590,0.013983358904122146
1028479,0.38210977729817447
1022178,0.21800718011239426
1021768,0.0327375217538674
1044905,0.032932362482868724
1018188,0.031302587201044736
1034782,0.0632453515539363
1043358,0.5069417291392797
1012386,0.01861176050502392
1019710,0.4256903734142598
1003882,0.0102415702912915
1041743,0.013793332974693559
1045699,0.450464115009866
1023722,0.25954747222783703
1005903,0.4533328657431648
1032382,0.31438589670216865
1032769,0.03748531779966306
1016556,0.08621999511181051
1018606,0.017003695713591633
1034996,0.02555738253303055
1030041,0.020638675956442098
1034236,0.3939025771707141
1027554,0.3481061283253669
1005162,0.2418156034553929
1011175,0.14109119863303832
1033902,0.32438719063918564
1014356,0.6030285758452711
1045176,0.450832595896721
1048152,0.3998644622314354
1026600,0.03953659162771476
1046111,0.5310390212480527
1010478,0.012382662076147233
1019200,0.02545023936485483
1030818,0.01606806623192303
1041083,0.05895428976007412
1020605,0.020106956830246867
1020932,0.5581474763762202
1031833,0.024869871244340567
1002413,0.5283244570897146
1015116,0.007205245202780331
1011414,0.02628733960118773
1032688,0.05096894779908485
1011934,0.36456513271131724
1024629,0.024572270670252458
1033891,0.0144892887087237
1024842,0.015291199894498755
1027018,0.011273662370453226
1004702,0.023969645975589565
1009408,0.36433783105621087
1026577,0.018194431491356085
1039347,0.018319947181922067
1027392,0.022279367793618346
1033583,0.44009773203035074
1030357,0.5629450639409947
1036590,0.006086738803778933
1019761,0.043407612836807836
1011949,0.0121621020068629
1035693,0.012760485475400846
1021378,0.012999033251323379
1031346,0.08276030842929881
1017477,0.07926624354335737
1048032,0.06651194470961351
1038679,0.0212045279243565
1007051,0.024363569553238554
1000452,0.013270423731738035
1013922,0.0809127496819312
1046564,0.007392545231253406
1017521,0.011007257556859636
1009082,0.022404860708974596
1015316,0.01154620240229798
1017718,0.01786834308651361
1021027,0.01821603438846765
1028958,0.3279261772660977
1035453,0.6151046721187247
1024280,0.03791761066686787
1018505,0.5412069544568096
1010128,0.09264167700127718
1007386,0.012144419778090438
1009167,0.016516375488582046
1037585,0.008484755473792667
1026043,0.3136643769281719
1024570,0.19480586265933478
1038043,0.268602004030594
1037576,0.03335480078058785
1039779,0.023389098585801835
1004522,0.02091287219985767
1007364,0.015749264339404417
1008846,0.011656283844398128
1000603,0.007348749017367341
1021829,0.04092667478218975
1044059,0.02023572971931256
1044404,0.5439303566790792
1012497,0.04993599422037726
1013466,0.02072075448208181
1038891,0.027242725116355154
1010547,0.029301543791826576
1023850,0.5546978068237259
1018544,0.048634785896698854
1018208,0.5007640133741764
1026767,0.35236778645522626
1034103,0.053262888015114834
1026183,0.46365828871203635
1006844,0.012370132736222231
1035884,0.4094342051345413
1008717,0.025350809582888614
1023969,0.030673858938659284
1046972,0.018164134870184957
1039065,0.009601620483100244
1007767,0.014119381770870227
1033865,0.38379111401123417
1040701,0.46820800349278335
1011770,0.25196577425373695
1048315,0.42290553403979797
1030629,0.3295704030052609
1002486,0.346440096254171
1035595,0.5001455330583514
1000629,0.5931429047422373
1022972,0.3504453367420619
1034681,0.00816557823240353
1022023,0.36443323789246124
1009765,0.013903687521365454
1044865,0.008965944631450742
1037277,0.5047570999830592
1012272,0.03930332433741165
1040995,0.013131258365836828
1047338,0.16256216239823906
1045052,0.015097084823048626
1029847,0.009727443728002279
1018987,0.027877071949521177
1040155,0.010102485815124667
1001734,0.44022995842756757
1008795,0.17273397623663456
1032664,0.3559955034455633
1034740,0.2903758055965875
1017204,0.15816046176907556
1010766,0.15195538150243668
1031660,0.23546369224910932
1007238,0.36058345884126886
1020555,0.3345042387767104
1046278,0.010504977890485614
1010915,0.018795720555233084
1046598,0.01780282933676156
1037912,0.3710273103279369
1042520,0.5450914149888877
1043332,0.5759032745570013
1040643,0.3088905502156428
1025913,0.19318198200802617
1031268,0.1762361943653626
1046418,0.22400856716935685
1026392,0.44186887327971963
1049286,0.42887041530743025
1034359,0.01475846112109408
1014506,0.23797967269758166
1031580,0.16374390683894693
1038801,0.433715732257216
1041903,0.46448725914695216
1010056,0.22809337391722723
1013643,0.4905012990089572
1046980,0.20065043698745963
1012709,0.49168102954717
1018512,0.373745202201669
1014724,0.00960678675521797
1030802,0.03307305578795668
1014306,0.3123354946439193
1049297,0.21154632534580384
1036358,0.1591464824630423
1040977,0.49971972399146014
1035734,0.45007612761849236
1019782,0.33678247570274816
1039519,0.2547828114344448
1005038,0.4573534499768795
1040728,0.3891099739437118
1008449,0.02338103719639253
1019069,0.5380716252227669
1023717,0.019283972812410687
1046007,0.017554897660525082
1009223,0.017148387350649916
1040241,0.02137312389669331
1046923,0.0216582256031765
1041166,0.2789023365445146
1042733,0.021734007296857833
1008065,0.03293482538910841
1008164,0.48070161591891514
1032019,0.20624922238355728
1037629,0.2695377517655114
1043927,0.28089928531404745
1027670,0.31075677547456215
1017353,0.16409535070053852
1024141,0.2298421328571252
1042069,0.30425547204735537
1024398,0.1912646324282951
1045922,0.6044245917297089
1020400,0.019212884759657305
1011500,0.017187122210525055
1038606,0.057049238859252546
1025972,0.034220171845702585
1002263,0.5400711312039013
1025557,0.008421833475338765
1031479,0.010635381352495156
1025480,0.036688659713601635
1009819,0.3343860950774775
1007123,0.012331208394946936
1024198,0.034071364776822106
1025725,0.5948960539445077
1012988,0.02123878112754932
1009487,0.00920648631180086
1039865,0.03040926889323249
1018599,0.014743941604727792
1009489,0.35028212375254314
1041868,0.2261148085089876
1047948,0.49437788118532283
1046133,0.2784128098862719
1026260,0.3701956331300786
1031970,0.18847333339009176
1032976,0.5498863745531275
1035576,0.4309975301433088
1029414,0.3516609514415723
1020223,0.015543731588421265
1011891,0.008516344918972785
1039155,0.4931657354142296
1049708,0.022910915101643177
1011497,0.5564046236072867
1003658,0.012432362430370453
1048635,0.007688121363939326
1019684,0.052067461215790874
1017666,0.009131658711196417
1010777,0.4856968593547854
1032325,0.3373539808071143
1009834,0.4080042162809661
1028976,0.5794224165115075
1000023,0.4989977825291839
1038750,0.46097506896762414
1039210,0.1828173764568507
1021115,0.3655753999010029
1008255,0.17686179592040907
1043035,0.026307907261332537
1017174,0.5537969475649032
1047924,0.45091907394429986
1038586,0.012682376097771259
1011805,0.019028563457383223
1048311,0.012534207165744608
1044609,0.0076171848103258385
1001320,0.01206563084550547
1044992,0.39183384369772073
1027123,0.02651147422102852
1002344,0.010194544923262574
1023161,0.00840452514906091
1017527,0.01950092719299509
1025805,0.013109796476558657
1001488,0.37316049081533065
1043664,0.020404658688705526
1002051,0.026078109719330406
1044756,0.016197046717833126
1046992,0.00867300249192909
1029657,0.3284882109721814
1021900,0.5069688264736981
1037278,0.3885542430618087
1025134,0.42153689231381986
1045543,0.32350178055047923
1002896,0.16447560138865377
1010600,0.4967193827657356
1014618,0.37480105753770426
1003535,0.42110225339791646
1046540,0.010579119420552554
1024939,0.024690681906827907
1039793,0.02189642619460803
1034152,0.5422649066830678
1045428,0.019496957368990958
1042718,0.49353378167837736
1010816,0.008364935129057564
1000763,0.019613026276855777
1019619,0.010735934704973471
1028129,0.010550847989954796
1025519,0.025242238200426217
1024757,0.16467556908539113
1002790,0.015075901032223638
1036698,0.008176464231017368
1008144,0.010076440263335212
1008085,0.3417398913346326
1001394,0.01718360867367966
1020391,0.015563709167782328
1029372,0.140973043833621
1006486,0.32788020161584336
1007830,0.5226394568927635
1032904,0.5318515277770604
1024111,0.4679267682910892
1048195,0.22718937204381137
1003144,0.5622286980530649
1023438,0.1287060288311333
1004329,0.5394673238611709
1024473,0.37806344598360186
1024970,0.02348713911721627
1020904,0.015076184845841643
1041784,0.02039354308714894
1010047,0.031422867384605827
1035244,0.01948358318795798
1023875,0.010411002552373093
1003764,0.011835043844916246
1029025,0.011570249896515415
1033300,0.020412110637016048
1009135,0.03632384035523938
1044352,0.5201823354446404
1021747,0.010748420681865066
