id,isDefault
1000575,0.04756256901130214
1028125,0.1663219665640741
1010694,0.033924081837114185
1026712,0.02785692486534994
1002895,0.049546533428129105
1023930,0.6411631091179342
1031202,0.1976395259802995
1041065,0.02695682262257066
1037799,0.11637211736833462
1036385,0.040207893360792765
1028640,0.3803636494221537
1046198,0.03635060138242547
1005902,0.10935214518567613
1001958,0.2408748250379217
1021171,0.1115635867552145
1018693,0.1350691143862817
1046881,0.12702470487029274
1008394,0.4790964046781529
1039986,0.39711493682206506
1028449,0.616746104568465
1037670,0.052336473478669966
1030356,0.052949409469245375
1047759,0.6691244645437029
1033422,0.04335202691754871
1041457,0.035772103309066064
1047669,0.7004412245489918
1013635,0.031227504084577747
1009911,0.08531413799168527
1026052,0.10945290601874852
1013010,0.06304115837417927
1000541,0.1176257180285712
1023933,0.07638425326468248
1017173,0.28989099959627734
1010278,0.14473430509579577
1042322,0.08199241478879712
1035083,0.11162857313183429
1017136,0.11511566067467308
1008825,0.10379337425327283
1035744,0.22887754045656963
1019544,0.794602929209982
1019583,0.4667601812106192
1015244,0.09401970690041785
1001057,0.11140298018060595
1018597,0.07501573921404323
1036106,0.6782110456522862
1021590,0.04735800158497723
1028479,0.4058912944112717
1022178,0.3591481186031898
1021768,0.09225142156232194
1044905,0.1445129169516827
1018188,0.061419277135887046
1034782,0.23442936303136935
1043358,0.7762765506412965
1012386,0.08537862724079774
1019710,0.7196600144792094
1003882,0.039430774712159986
1041743,0.0711553114551998
1045699,0.5202652097341397
1023722,0.33770824456024406
1005903,0.44710985340279646
1032382,0.3668205719720934
1032769,0.16742975084723166
1016556,0.227324207661706
1018606,0.06166302434814946
1034996,0.14954716161721443
1030041,0.0638125651342221
1034236,0.46213046746747427
1027554,0.3760397767238315
1005162,0.4039173692166497
1011175,0.14988114189134183
1033902,0.3674048030866564
1014356,0.5368513288924862
1045176,0.48066538378304186
1048152,0.6995456397627517
1026600,0.21893219614299173
1046111,0.7838145807709251
1010478,0.03430165131890263
1019200,0.1330138284798301
1030818,0.04636435643956993
1041083,0.24504856225646912
1020605,0.05138422494957957
1020932,0.795413355272494
1031833,0.0775757425816018
1002413,0.8079298552742277
1015116,0.034896899093065974
1011414,0.07360863684818504
1032688,0.19241908372900457
1011934,0.6922256049865553
1024629,0.07138063703838002
1033891,0.03774683917299292
1024842,0.07038770810135098
1027018,0.04753736273640184
1004702,0.09508383804488789
1009408,0.6035508149283648
1026577,0.0610695180733921
1039347,0.07783835829195421
1027392,0.07988443061811483
1033583,0.7208489034406738
1030357,0.7961917731407249
1036590,0.029243084121740783
1019761,0.11443456095462434
1011949,0.07616451160577078
1035693,0.05431367636858253
1021378,0.041980031391397485
1031346,0.17458296145780144
1017477,0.1348483400538917
1048032,0.19044956267690885
1038679,0.09307627071188047
1007051,0.13833087739712
1000452,0.04225322261901023
1013922,0.2876047601349764
1046564,0.029714013741392948
1017521,0.024492937026721597
1009082,0.10564212767404547
1015316,0.03717060762714613
1017718,0.04297716903134759
1021027,0.08545884567546198
1028958,0.3412591494438154
1035453,0.57355299679855
1024280,0.09633732802949353
1018505,0.7898786973980803
1010128,0.2621675165451852
1007386,0.05817581631747472
1009167,0.1162800231447575
1037585,0.035384564038696636
1026043,0.5463075615649846
1024570,0.3253173914835739
1038043,0.44269318461762047
1037576,0.14312438806483174
1039779,0.15892243948341273
1004522,0.08630552617187286
1007364,0.06141284896399438
1008846,0.03210422117864299
1000603,0.02996796507124524
1021829,0.08916939529742032
1044059,0.06420486757453911
1044404,0.792763020993723
1012497,0.21240932713329444
1013466,0.04211004853132667
1038891,0.11951354279121501
1010547,0.08658165386479909
1023850,0.7928981278768442
1018544,0.1672948251915618
1018208,0.5291621941437019
1026767,0.3968227364033547
1034103,0.2645592313920124
1026183,0.7302513174152158
1006844,0.04033564163811431
1035884,0.6227864261942193
1008717,0.059765711067502204
1023969,0.153824380348137
1046972,0.08274274131072919
1039065,0.04612674429940927
1007767,0.036285803639418635
1033865,0.3989169235145772
1040701,0.7466859215141748
1011770,0.3796972702038458
1048315,0.45338868462920673
1030629,0.38477591091745567
1002486,0.3911491302141966
1035595,0.5473913488792836
1000629,0.5086089696937721
1022972,0.6234728376030036
1034681,0.031329855913735924
1022023,0.7075496899303577
1009765,0.05063298973120221
1044865,0.034140306591868126
1037277,0.7599205995254625
1012272,0.11544997044764058
1040995,0.14070687021009218
1047338,0.4041046919638088
1045052,0.03128088361585868
1029847,0.03303315591353017
1018987,0.10237062244040865
1040155,0.13667475961234374
1001734,0.47019513589084994
1008795,0.21918507466832285
1032664,0.4364385825487141
1034740,0.24580518586650904
1017204,0.16624785284965632
1010766,0.21615060899364436
1031660,0.33600896861395035
1007238,0.6852835618233296
1020555,0.4004256698474707
